Feature,Importance
Stay_In_Current_City_Years_2,35.954092041414924
Product_ID_P00033342,32.81752813186394
Product_ID_P00317842,29.933463220176538
Product_ID_P00034142,27.718130936731672
Product_ID_P00223142,24.873760944369682
Stay_In_Current_City_Years_4+,22.43161823667174
Product_Category,21.507502528616552
Occupation,17.989065558739068
Product_ID_P00102642,13.822968469877553
Product_ID_P00196042,9.768583080538352
Stay_In_Current_City_Years_3,7.06200054488454
Purchase_Count,3.3137068777532477
Product_ID_P00150342,2.62430405403013
Product_ID_P00057542,2.4963743842566792
Product_ID_P00248542,1.883872738744527
Avg_Category_Purchase,0.9513809372537025
Avg_User_Purchase,0.4324019468581355
User_ID,0.12162795901906377
Total_User_Purchase,0.0006625204334795853
Product_ID_P00000842,3.413564513721212e-05
Product_ID_P00001942,2.6826063731277827e-05
Product_ID_P00018442,2.289695021318039e-05
Product_ID_P00041742,1.964377725016675e-05
Product_ID_P00058542,1.902202757264604e-05
Product_ID_P00044742,1.6530811080883723e-05
Product_ID_P00025242,1.615215705896844e-05
Product_ID_P00038042,1.6094833654278773e-05
Product_ID_P00023342,1.556697822024944e-05
Product_ID_P00012742,1.5414983408845728e-05
Product_ID_P00003342,1.4742515531906975e-05
Product_ID_P00040142,1.4124271501714247e-05
Product_ID_P00017342,1.4021868992131203e-05
Product_ID_P00032742,1.4003855881128402e-05
Product_ID_P00009442,1.3589269656222314e-05
Product_ID_P00029042,1.354075749304684e-05
Product_ID_P00011142,1.3361435321712634e-05
Product_ID_P00010942,1.3099215266265674e-05
Product_ID_P00004442,1.2904924460599432e-05
Product_ID_P00009542,1.2898520708404249e-05
Product_ID_P00002142,1.264001502931933e-05
Product_ID_P00010842,1.2474846471377532e-05
Product_ID_P00022542,1.2131001540183206e-05
Product_ID_P00000242,1.1846094935208384e-05
Product_ID_P00008542,1.1655158800749632e-05
Product_ID_P00002742,1.1637680017884122e-05
Product_ID_P00007642,1.1576702945603756e-05
Product_ID_P00001842,1.1480105854388967e-05
Product_ID_P00012042,1.0700829989218619e-05
Product_ID_P00054642,1.0622542504279409e-05
Product_ID_P00043642,1.0569347978162114e-05
Product_ID_P00019442,1.0411738685434102e-05
Product_ID_P00005842,1.039152357407147e-05
Product_ID_P00043942,1.0381698302808218e-05
Product_ID_P00018942,1.032439479331515e-05
Product_ID_P00040942,1.0254968401568476e-05
Product_ID_P00001642,1.0240279607387492e-05
Product_ID_P00006042,1.0173706726845921e-05
Product_ID_P00000542,1.0107416073878994e-05
Product_ID_P00002542,9.93039759578096e-06
Product_ID_P00023742,9.70527025856427e-06
Product_ID_P00008442,9.583063331319863e-06
Product_ID_P00010042,9.530510055810737e-06
Product_ID_P00008142,9.428016255697003e-06
Product_ID_P00011642,9.420786227565259e-06
Product_ID_P00019542,9.232373486156575e-06
Product_ID_P00021342,9.073827641259413e-06
Product_ID_P00015442,9.05555612007447e-06
Product_ID_P00008842,9.00869690667605e-06
Product_ID_P00011942,8.935359005590726e-06
Product_ID_P00014442,8.90676426479331e-06
Product_ID_P00011742,8.902397894416936e-06
Product_ID_P00018542,8.885210377229669e-06
Product_ID_P00020042,8.769241588879595e-06
Product_ID_P00010642,8.648228231322719e-06
Product_ID_P00015542,8.427712600678205e-06
Product_ID_P00024342,8.348397614099667e-06
Product_ID_P00010242,8.304876615738976e-06
Product_ID_P00014942,8.291948233818403e-06
Product_ID_P00003842,8.142262231558561e-06
Product_ID_P00012842,8.122515737341018e-06
Product_ID_P00021842,8.097123611605639e-06
Product_ID_P00021042,8.093381438811775e-06
Product_ID_P00001242,8.002664799278136e-06
Product_ID_P00006342,7.899943284428446e-06
Product_ID_P00047942,7.703992196184117e-06
Product_ID_P00014342,7.466499027941609e-06
Product_ID_P00013742,7.432303391396999e-06
Product_ID_P00007442,7.378488589893095e-06
Product_ID_P00019742,7.22131011343663e-06
Product_ID_P00069642,7.155194452934666e-06
Product_ID_P00001542,7.123730711100507e-06
Product_ID_P00016642,6.999822971920366e-06
Product_ID_P00025542,6.976798886171309e-06
Product_ID_P00020442,6.949926955712726e-06
Product_ID_P00025142,6.9372964617286925e-06
Product_ID_P00042242,6.883780315547483e-06
Product_ID_P00026342,6.867399747534364e-06
Product_ID_P00022142,6.840255991846789e-06
Product_ID_P00013142,6.814580956415739e-06
Product_ID_P00000142,6.774507710360922e-06
